Label,Abstract
unsupervised learning,"The increasing amounts of media becoming available in converged
digital broadcast and mobile broadband networks will require intelligent interfaces capable of personalizing
the selection of content. Aiming to capture the mood in the content, we construct a semantic space based on tags,
frequently us"
unsupervised learning,"Background

While text-mining and distributed annotation systems both aim at capturing knowledge and presenting it in a standardized form, there have been few attempts to investigate potential synergies between these two fields. For instance, distributed annotation would be very well suited for prov"
unsupervised learning,"Named entity recognition (NER) is one of the basic tasks in automatic extraction of information from natural language texts. In this paper, we describe an automatic rule learning method that exploits different features of the input text to identify the named entities located in the natural language "
unsupervised learning,"International audienceA fine-grained segmentation of Radio or TV broadcasts is an essential step for most multimedia processing tasks. Applying segmentation algorithms to the speech transcripts seems straightforward. Yet, most of these algorithms are not suited when dealing with short segments or no"
unsupervised learning,"This is an accepted manuscript of an article published by Springer in Machine Translation on 21/01/2017, available online: https://doi.org/10.1007/s10590-016-9183-x
The accepted version of the publication may differ from the final published version.This paper reports on the organization and results"
unsupervised learning,"The emotion is deeply affected by human behavior and cognitive process, so it is important to do research about the emotion. However, the emotion is ambiguous to clarify because of different ways of life pattern depending on each individual characteristics. To solve this problem, we use not only phy"
unsupervised learning,"This paper presents a new algorithm for the unsupervised segmentation of tissue images. It relies on using the spatial information of cytological tissue components. As opposed to the previous study, it does not only use this information in defining its homogeneity measures, but it also uses it in it"
unsupervised learning,"AbstractThe motion capture technology has been improved, and widely used for motion analysis and synthesis in various fields, such as robotics, animation, rehabilitation, and sports engineering. A massive amount of captured human data has already been collected. These prerecorded motion data should "
unsupervised learning,"Abstract. Learning good feature representation from unlabeled data has attracted researchers great attention recently. Among others, K-means clustering algorithm is popularly used to map the input data into a feature representation, by finding the nearest centroid for each input point. However, this"
unsupervised learning,"Copyright 2007 Society of Photo-Optical Instrumentation Engineers. One print or electronic copy may be made for personal use only. Systematic reproduction and distribution, duplication of any material in this paper for a fee or for commercial purposes, or modification of the content of the paper are"
unsupervised learning,"Hashing compresses high-dimensional features into compact binary codes. It is one of the promising techniques to support efficient mobile image retrieval, due to its low data transmission cost and fast retrieval response. However, most of existing hashing strategies simply rely on low-level features"
unsupervised learning,"This work describes a neural network based architecture that represents and estimates object motion in videos. This architecture addresses multiple computer vision tasks such as image segmentation, object representation or characterization, motion analysis and tracking. The use of a neural network a"
unsupervised learning,<p>Abstract</p> <p>Background</p> <p>Expression profiling assays done by using DNA microarray technology generate enormous data sets that are not amenable to simple analysis. The greatest challenge in maximizing the use of this huge amount of data is to develop algorithms to interpret and interconne
unsupervised learning,<p>Abstract</p> <p>Background</p> <p>Structure identification of dynamic models for complex biological systems is the cornerstone of their reverse engineering. Biochemical Systems Theory (BST) offers a particularly convenient solution because its parameters are kinetic-order coefficients which direc
unsupervised learning,This paper presents a distributed system for the recognition of human actions using views of the scene grabbed by different cameras. 2D frame descriptors are extracted for each available view to capture the variability in human motion. These descriptors are projected into a lower dimensional space a
unsupervised learning,"In this paper, we study transfer learning for the PI and NLI problems, aiming
to propose a general framework, which can effectively and efficiently adapt the
shared knowledge learned from a resource-rich source domain to a resource- poor
target domain. Specifically, since most existing transfer lear"
unsupervised learning,"The number of categories for action recognition is growing rapidly and it has
become increasingly hard to label sufficient training data for learning
conventional models for all categories. Instead of collecting ever more data
and labelling them exhaustively for all categories, an attractive alterna"
unsupervised learning,"The purpose of this research is to discuss some challenges of information retrieval, especially Web information retrieval, in digital ecosystems from a user?s perspective. As a dominant search tool, search engines usually return millions of search results in a long flat list in which many or even mo"
unsupervised learning,Functional data analysis and artificial neural networks are the building blocks of the proposed methodology that distinguishes the movement patterns among c?s patients on different stages of the disease and classifies new patients to their appropriate stage of the disease. The movement patterns are 
unsupervised learning,"The use of robots in stroke rehabilitation has become a pop-ular trend in rehabilitation robotics. However, despite the ac-knowledged value of customized service for individual pa-tients, research on programming adaptive therapy for indi-vidual patients has received little attention. The goal of the"
unsupervised learning,"International audienceAudio source separation consists in recovering different unknown signals called sources by filtering their observed mixtures. In music processing, most mixtures are stereophonic songs and the sources are the individual signals played by the instruments, e.g. bass, vocals, guita"
unsupervised learning,"© 2016 Elsevier Ltd. All rights reserved. In this paper, a kernel choice method is proposed for domain adaption, referred to as Optimal Kernel Choice Domain Adaption (OKCDA). It learns a robust classier and parameters associated with Multiple Kernel Learning side by side. Domain adaption kernel-base"
unsupervised learning,"Feature selection is a popular data pre-processing step. The aim is to remove some of the features in a data set with minimum information loss, leading to a number of benefits including faster running time and easier data visualisation. In this paper we introduce two unsupervised feature selection a"
unsupervised learning,"National Natural Science Foundation of China [40971245]We present a novel unsupervised learning algorithm for discovering objects and their location in videos from moving cameras. The videos can switch between different shots, and contain cluttered background, occlusion, camera motion, and multiple "
unsupervised learning,"International audienceThe Theory of neural Cognition (TnC) states that the brain does not process information, it only represents informa‐ tion (i.e., it is 'only' a memory). The TnC explains how a memory can become an actor pursuing various goals, and proposes explanations concerning the implementa"
unsupervised learning,"Abstract. This paper proposes a local motion-based approach for recognizing group activities in soccer videos. Given the SIFT keypoint matches on two successive frames, we propose a simple but effective method to group these keypoints into the background point set and the foreground point set. The f"
unsupervised learning,"Smart tags attached to freely-roaming animals recording multiple parameters at infra-second rates are becoming commonplace, and are transforming our understanding of the way wild animals operate. However, interpretation of such data is complex and currently limits the ability of biologists to realis"
unsupervised learning,"International audienceThe Internet of Things (IoT) is exploding, and this new technology affects all the layers in any enterprise architecture, from infrastructure to business. To survive this new evolution and make the most out of this paradigm shift, a communication channel must be created between"
unsupervised learning,"AbstractIn Japan, general public those who are not medical experts usually buy OTC medicine at a pharmacy, depending on their illness condition. In this case, it is difficult for them to consider how much the OTC medicine is effective for their symptom. The components of OTC medicine have been used "
unsupervised learning,"This work is aimed at the detection of adult images that appear in Internet. Skin detection is of the paramount importance in the detection of adult images. We build a maximum entropy model for this task. This model, called the First Order Model in this paper, is subject to constraints on the color "
unsupervised learning,"Radial Basis Function networks with linear outputs are often used in regression problems because they can be substantially faster to train than Multi-layer Perceptrons. For classification problems, the use of linear outputs is less appropriate as the outputs are not guaranteed to represent probabili"
unsupervised learning,"Authorship analysis on phishing websites enables the investigation of phishing attacks, beyond basic analysis. In authorship analysis, salient features from documents are used to determine properties about the author, such as which of a set of candidate authors wrote a given document. In unsupervise"
unsupervised learning,"Deep learning technology is a cutting edge topic of AI region, and draws more attention from photogrammetry and remote sensing society. In this study, we strive to combine deep learning with CAD designs to extract navigation area (room). To this, we mark more than 200 2D building blueprint in CAD fo"
unsupervised learning,"Performing diagnostics in IT systems is an increasingly complicated task, and it is not doable in satisfactory time by even the most skillful operators. Systems and their architecture change very rapidly in response to business and user demand. Many organizations see value in the maintenance and man"
unsupervised learning,"Robust human gait recognition is challenging because of the presence of covariate factors such as carrying condition, clothing, walking surface, etc. In this paper, we model the effect of covariates as an unknown partial feature corruption problem. Since the locations of corruptions may differ for d"
unsupervised learning,"<p>Abstract</p> <p>Motivation</p> <p>With more and more research dedicated to literature mining in the biomedical domain, more and more systems are available for people to choose from when building literature mining applications. In this study, we focus on one specific kind of literature mining task"
unsupervised learning,"The medical image segmentation is the key approach of image processing for brain MRI images. However, due to the visual complex appearance of image structures and the imaging characteristic, it is still challenging to automatically segment brain MRI image. A new multi-stage segmentation method based"
unsupervised learning,"International audienceThis paper investigates how to best couple hand-annotated data with information extracted from an external lexical resource to improve POS tagging performance. Focusing on French tagging, we introduce a maximum entropy conditional sequence tagging system that is enriched with i"
unsupervised learning,The vast amount of scientific literature poses a challenge when one is trying to understand a previously unknown topic. Selecting a representative subset of documents that covers most of the desired content can solve this challenge by presenting the user a small subset of documents. We build on exis
unsupervised learning,"Recent research has shown that using spectral–spatial information can considerably improve the performance of hyperspectral image (HSI) classification. HSI data is typically presented in the format of 3D cubes. Thus, 3D spatial filtering naturally offers a simple and effective method for simultaneou"
unsupervised learning,"The analysis of crowdsourced annotations in NLP is concerned with identifying 1) gold standard labels, 2) annotator accuracies and biases, and 3) item difficulties and error patterns. Traditionally, majority voting was used for 1), and coefficients of agreement for 2) and 3). Lately, model-based ana"
unsupervised learning,<p>Abstract</p> <p>Background</p> <p>Small molecules are of increasing interest for bioinformatics in areas such as metabolomics and drug discovery. The recent release of large open access chemistry databases generates a demand for flexible tools to process them and discover new knowledge. To freely
unsupervised learning,"Although customers become more and more vocal in expressing their experiences, demands and needs in various social networks, companies of any size typically fail to effectively gain insights from such social data and to eventually catch the market realm. This paper introduces the Anlzer analytics en"
unsupervised learning,"International audienceResearch on guidance and method engineering has highlighted that many method engineering issues, such as lack of flexibility or adaptation, are solved more effectively when intentions are explicitly specified. However, software engineering process models are most often describe"
unsupervised learning,"Background Principal component analysis (PCA) has been widely employed for automatic neuronal spike sorting. Calculating principal components (PCs) is computationally expensive, and requires complex numerical operations and large memory resources. Substantial hardware resources are therefore needed "
unsupervised learning,Embodiment theory predicts that mental imagery of object words recruits neural circuits involved in object perception. The degree of visual imagery present in routine thought and how it is encoded in the brain is largely unknown. We test whether fMRI activity patterns elicited by participants readin
unsupervised learning,"Image recommendation is an important feature of search engine, as tremendous amount of images are available online. It is necessary to retrieve relevant images to meet the user's requirement. In this paper, we present an algorithm image recommendation with absorbing Markov chain (IRAbMC) to retrieve"
unsupervised learning,"Abstract. Although computational intelligence (CI) covers a vast variety of different methods it still lacks an integrative theory. Several proposals for CI foundations are discussed: computing and cognition as compression, meta-learning as search in the space of data models, (dis)similarity based m"
unsupervised learning,"Abstract Brain Computer Interfaces are an essential technology for the advancement of prosthetic limbs, but current signal acquisition methods are hindered by a number of factors, not least, noise. In this context, Feature Selection is required to choose the important signal features and improve cla"
unsupervised learning,Purpose - The goal of the research is to explore whether the use of higher-level semantic features can help us to build better self-organising map (SOM) representation as measured from a human-centred perspective. The authors also explore an automatic evaluation method that utilises human expert kno
unsupervised learning,This work is concerned with generating intelligible audio speech from a video of a person talking. Regression and classification methods are proposed first to estimate static spectral envelope features from active appearance model (AAM) visual features. Two further methods are then developed to inco
unsupervised learning,"With a widespread use of digital imaging data in hospitals, the size of
medical image repositories is increasing rapidly. This causes difficulty in
managing and querying these large databases leading to the need of content
based medical image retrieval (CBMIR) systems. A major challenge in CBMIR
sys"
unsupervised learning,BACKGROUND: Flow cytometry (FC)-based computer-aided diagnostics is an emerging technique utilizing modern multiparametric cytometry systems.The major difficulty in using machine-learning approaches for classification of FC data arises from limited access to a wide variety of anomalous samples for t
unsupervised learning,"We introduce an unsupervised method that combines both spectral and structural information for automatic object detection. First, a segmentation hierarchy is constructed by combining structural information extracted by morphological processing with spectral information summarized using principal com"
unsupervised learning,"International audienceIn this paper, we propose a new supervised clustering algorithm, coined as the Homogeneous Clustering (HC), to find the number and initial locations of the hidden units in Radial Basis Function (RBF) neural network classifiers. In contrast to the traditional clustering algorith"
unsupervised learning,"Current person re-identification (ReID) methods typically rely on single-frame imagery features, whilst ignoring space-time information from image sequences often available in the practical surveillance scenarios. Single-frame (single-shot) based visual appearance matching is inherently limited for "
unsupervised learning,"After acquisition, memories underlie a process of consolidation, making them more resistant to interference and brain injury. Memory consolidation involves systems-level interactions, most importantly between the hippocampus and associated structures, which takes part in the initial encoding of memo"
unsupervised learning,"Very often in change detection only few labels or even none are available. In order to perform change detection in these extreme scenarios, they can be considered as novelty detection problems, semi-supervised (SSND) if some labels are available otherwise unsupervised (UND). SSND can be seen as an u"
unsupervised learning,"The development of robots that can physically cooperate with humans has attained interest in the last decades. Obviously, this effort requires a deep understanding of the intrinsic properties of interaction. Up to now, many researchers have focused on inferring human intents in terms of intermediate"
unsupervised learning,"We present a fully automated generative method for simultaneous brain tumor and organs-at-risk segmentation in multi-modal magnetic resonance images. The method combines an existing whole-brain segmentation technique with a spatial tumor prior, which uses convolutional restricted Boltzmann machines "
unsupervised learning,"telligence applications for the banking industry. Searches were performed in relevant journals resulting in 219 articles published between 2002 and 2013. To analyze such a large number of manuscripts, text mining techniques were used in pursuit for relevant terms on both business intelligence and ba"
unsupervised learning,"Background: Observers respond more accurately to targets in visual search tasks that share properties with previously presented items, and transient attention can learn featural consistencies on a precue, irrespective of its absolute location. Methodology/Principal Findings: We investigated whether "
unsupervised learning,"In this paper, we present an automatic system and algorithms for the classification of marble slabs into different groups in real time in production line, according to slabs quality. The application of the system is aimed at the marble industry, in order to automate and improve the manual classifica"
unsupervised learning,"Web tracking is currently recognized as one of the most important privacy threats on the Internet. Over the last years, many methodologies have been developed to uncover web trackers. Most of them are based on static code analysis and the use of predefined blacklists. However, our main hypothesis is"
unsupervised learning,"WekaPyScript is a package for the machine learning software WEKA that allows learning algorithms and preprocessing methods for classification and regression to be written in Python, as opposed to WEKA’s implementation language, Java. This opens up WEKA to its machine learning and scientific computin"
unsupervised learning,"Walking animals, like insects, with little neural computing can effectively perform complex behaviors. They can walk around their environment, escape from corners/deadlocks, and avoid or climb over obstacles. While performing all these behaviors, they can also adapt their movements to deal with an u"
unsupervised learning,"This paper presents an empirical study of a formative neural network-based assessment approach, by using mobile technology to provide pharmacy students with intelligent diagnostic feedback. An unsupervised learning algorithm was integrated with an audience response system called SIDRA, in order to g"
unsupervised learning,"Abstract
              The Management of mobile networks has become so complex due to a huge number of devices, technologies and services involved. Network optimization and incidents management in mobile networks determine the level of the quality of service provided by the communication service pr"
unsupervised learning,"State-of-the-art speech recognition systems typically employ neural network
acoustic models. However, compared to Gaussian mixture models, deep neural
network (DNN) based acoustic models often have many more model parameters,
making it challenging for them to be deployed on resource-constrained
plat"
unsupervised learning,"In three experiments, we asked whether diverse scripts contain interpretable information about the speech sounds they represent. When presented with a pair of unfamiliar letters, adult readers correctly guess which is /i/ (the 'ee' sound in 'feet'), and which is /u/ (the 'oo' sound in 'shoe') at rat"
unsupervised learning,"Robotic-assisted minimally invasive surgical sys-tems suffer from one major limitation which is the lack of interaction forces feedback. The restricted sense of touch hinders the surgeons’ performance and reduces their dexterity and precision during a procedure. In this work, we present a sensory su"
unsupervised learning,"With the size digital collections are currently reaching, retrieving the best match of a
document from large collections by comparing hundreds of tags is a task that involves
considerable algorithm complexity, even more so if the number of tags in the collection is
not fixed. For these cases, sim"
unsupervised learning,"International audienceAn error occurs in graph-based keypoint matching when key-points in two different images are matched by an algorithm but do not correspond to the same physical point. Most previous methods acquire keypoints in a black-box manner, and focus on developing better algorithms to mat"
unsupervised learning,This paper presents a new approach to exploit coreference information for extracting event-argument (E-A) relations from biomedical documents. This approach has two advantages: (1) it can extract a large number of valuable E-A relations based on the concept of salience in discourse; (2) it enables u
unsupervised learning,"Customer ratings are valuable sources to understand their satisfaction and
are critical for designing better customer experiences and recommendations. The
majority of customers, however, do not respond to rating surveys, which makes
the result less representative. To understand overall satisfaction,"
unsupervised learning,Software project management is one of the significant activates in the software development process. Software Development Effort Estimation (SDEE) is a challenging task in the software project management. SDEE is an old activity in computer industry from 1940s and has been reviewed several times. A 
unsupervised learning,"AbstractThis paper emphasizes some intriguing links between neural computation on graphical domains and social networks, like those used in nowadays search engines to score the page authority. It is pointed out that the introduction of web domains creates a unified mathematical framework for these c"
unsupervised learning,"We present a Conditional Random Field (CRF) approach to tracking-by-detection in which we model pairwise factors linking pairs of detections and their hidden labels, as well as higher order potentials defined in terms of label costs. Our method considers long-term connectivity between pairs of detec"
unsupervised learning,Motivation: Understanding transcriptional regulation is one of the main challenges in computational biology. An important problem is the identification of transcription factor (TF) binding sites in promoter regions of potential TF target genes. It is typically approached by position weight matrix-ba
unsupervised learning,"The most commonly encountered problem in vision systems includes its capability to suffice for different scenes containing the object of interest to be detected. Generally, the different backgrounds in which the objects of interest are contained significantly dwindle the performance of vision system"
unsupervised learning,"Association rule mining is one of the most popular data mining methods. However, mining association rules often results in a very large number of found rules, leaving the analyst with the task to go through all the rules and discover interesting ones. Sifting manually through large sets of rules is "
unsupervised learning,"In this paper, we address the deep semantic segmentation of aerial imagery based on multi-modal data. Given multi-modal data composed of true orthophotos and the corresponding Digital Surface Models (DSMs), we extract a variety of hand-crafted radiometric and geometric features which are provided se"
unsupervised learning,"We propose a new system for editing personal photo collections, inspired by search-and-replace editing for text. In our system, local edits specified by the user in a single photo (e.g., using the “clone brush” tool) can be propagated automatically to other photos in the same collection, by matching"
unsupervised learning,"This study presents and approach to measure the levels of acute stress in humans
by analysing their behavioural patterns when interacting with technological devices.
We study the effects of stress on eight behavioural, physical and cognitive features.
The data was collected with the participation"
unsupervised learning,"In a three-dimensional virtual environment, aspects such as narrative and interaction largely depend on the placement and animation of the virtual camera. Therefore, virtual camera control plays a critical role in player experience and, thereby, in the overall quality of a computer game. Both game i"
unsupervised learning,"<p>Abstract</p> <p>Background</p> <p>This paper introduces the notion of optimizing different norms in the dual problem of support vector machines with multiple kernels. The selection of norms yields different extensions of multiple kernel learning (MKL) such as <it>L</it><sub>∞</sub>, <it>L</it><su"
unsupervised learning,"Managing and optimising cloud services is one of the main challenges faced by industry and academia. A possible solution is resorting to self-management, as fostered by autonomic computing. However, the abstraction layer provided by cloud computing obfuscates several details of the provided services"
unsupervised learning,"This paper presents a new approach for human walking modeling from monocular image sequences. A kinematics model and a walking motion model are introduced in order to exploit prior knowledge. The proposed technique consists of two steps. Initially, an efficient feature point selection and tracking a"
unsupervised learning,"The development of microarray technology has enabled scientists to measure the expression of thousands of genes simultaneously, resulting in a surge of interest in several disciplines throughout biology and medicine. While data clustering has been used for decades in image processing and pattern rec"
unsupervised learning,A fundamental problem in autonomous underwater robotics is the high latency between the capture of image data and the time at which operators are able to gain a visual understanding of the survey environment. Typical missions can generate imagery at rates orders of magnitude greater than highly comp
unsupervised learning,"The study of the neuronal correlates of the spontaneous alternation in perception elicited by bistable visual stimuli is promising for understanding the mechanism of neural information processing and the neural basis of visual perception and perceptual decision-making. In this paper, we develop a sp"
unsupervised learning,"Extracting information about academic activity transactions from unstructured documents is a key problem in the analysis of academic behaviors of researchers. The academic activities transaction includes five elements: person, activities, objects, attributes, and time phrases. The traditional method"
unsupervised learning,"The Chagas disease is a potentially life-threatening illness caused by the protozoan parasite, Trypanosoma cruzi. Visual detection of such parasite through microscopic inspection is a tedious and time-consuming task. 
In this paper, we provide an AdaBoost learning solution to the task of Chagas para"
unsupervised learning,"We present a study of cross-lingual direct transfer parsing for the Irish language. Firstly we

discuss mapping of the annotation scheme of the Irish Dependency Treebank to a universal dependency scheme. We explain our dependency label mapping choices and the structural changes

required in the Iris"
unsupervised learning,"One of the most promising areas in which probabilistic graphical models have shown an incipient activity is the field of heuristic optimization and, in particular, in Estimation of Distribution Algorithms. Due to their inherent parallelism, different research lines have been studied trying to improv"
unsupervised learning,"Background: High content screening techniques are increasingly used to understand the regulation and progression of cell motility. The demand of new platforms, coupled with availability of terabytes of data has challenged the traditional technique of identifying cell populations by manual methods an"
unsupervised learning,"International audienceSource separation is one of the most relevant estimation problems found in chemistry. Indeed, dealing with mixtures is paramount in different kinds of chemical analysis. For instance, there are some cases where the analyte is a chemical mixture of different components, e.g., in"
unsupervised learning,International audienceSzeliski et al. published an influential study in 2006 on energy minimization methods for Markov Random Fields (MRF). This study provided valuable insights in choosing the best optimization technique for certain classes of problems. While these insights remain generally useful 
unsupervised learning,"We present a biologically-constrained neuromorphic spiking model of the insect antennal lobe macroglomerular complex that encodes concentration ratios of chemical components existing within a blend, implemented using a set of programmable logic neuronal modeling cores. Depending upon the level of in"
unsupervised learning,"An improved self-organizing map (SOM), parameterless-growing-SOM (PL-G-SOM), is proposed in this paper. To overcome problems existed in traditional SOM (Kohonen, 1982), kinds of structure-growing-SOMs or parameter-adjusting-SOMs have been invented and usually separately. Here, we combine the idea of"
unsupervised learning,"International audienceThe main use of satellite imagery concerns the process of the spectral and spatial dimensions of the data. However, to extract useful information, the temporal dimension also has to be accounted for which increases the complexity of the problem. For this reason, there is a need"
unsupervised learning,"Reliable people counting and human detection is an important problem in visual surveillance. In recent years, the field has seen many advances, but the solutions have restrictions: people must be moving, the background must be simple, and the image resolution must be high. This paper aims to develop"
unsupervised learning,"This paper focuses on 
                  the detection and segmentation of Multiple 
                  Sclerosis (MS) lesions in magnetic resonance 
                  (MRI) brain images. To capture the complex 
                  tissue spatial layout, a probabilistic model 
                  termed "
unsupervised learning,"In modern industry, the development of complex products involves engineering changes that frequently require redesigning or altering the products or their components. In an engineering change process, engineering change requests (ECRs) are documents (forms) with parts written in natural language des"
unsupervised learning,"Robot-Assisted Therapy (RAT) has successfully been used to improve social skills in children with autism spectrum disorders (ASD) through remote control of the robot in so-called Wizard of Oz (WoZ) paradigms.However, there is a need to increase the autonomy of the robot both to lighten the burden on"
unsupervised learning,"Lux M, Krüger J, Rinke C, et al. acdc – Automated Contamination Detection and Confidence estimation for single-cell genome data. BMC Bioinformatics. 2016;17(1): 543.Background

A major obstacle in single-cell sequencing is sample contamination with foreign DNA. To guarantee clean genome assemblies a"
unsupervised learning,"Recent research trends in Content-based Video Retrieval have shown topic models as an effective tool to deal
with the semantic gap challenge. In this scenario, this paper has a dual target: (1) it is aimed at studying how
the use of different topic models (pLSA, LDA and FSTM) affects video retriev"
unsupervised learning,"Modernisation and retrofitting of older buildings has created a drive to install Building Energy Management Systems (BEMS) that can assist building managers in paving the way for smarter energy use and indirectly, using appropriate methods, occupant comfort understanding. BEMS may discover problems "
unsupervised learning,This paper is devoted to the problems and features of database creation in intelligent systems for assessing the efficiency of scientific and technical solutions. The system data model developed by the authors and the principles of its operation are described. This paper also considers the process o
unsupervised learning,"In this paper, the classication capability of Calinski-Harabasz criterion as an internal cluster
validation measure has been evaluated for clustering-based region discrimination on cervical cells.
In this approach, subregions in the sample image are initially randomly constructed to be the
individua"
unsupervised learning,"Research has shown that turner vascular markers (TVMs) may serve as potential OCa biomarkers for prognosis prediction. One such TVM is ESM-1, which can be visualized by staining ovarian Tissue Microarrays (TMA) with in antibody to ESM-1. The ability to quickly and quantitatively estimate vascular st"
unsupervised learning,"BACKGROUND: The biomedical domain is witnessing a rapid growth of the amount of published scientific results, which makes it increasingly difficult to filter the core information. There is a real need for support tools that 'digest' the published results and extract the most important information. R"
unsupervised learning,"Abstract. Modern botnets rely on domain-generation algorithms (DGAs) to build resilient command-and-control infrastructures. Given the prevalence of this mechanism, recent work has focused on the anal-ysis of DNS traffic to recognize botnets based on their DGAs. While previous work has concentrated "
unsupervised learning,"<p>Abstract</p> <p>Background</p> <p>With the advent of high throughput biotechnology data acquisition platforms such as micro arrays, SNP chips and mass spectrometers, data sets with many more variables than observations are now routinely being collected. Finding relationships between response vari"
unsupervised learning,"OBJECTIVE:

To review published empirical literature on the use of smartphone-based passive sensing for health and wellbeing.
MATERIAL AND METHODS:

A systematic review of the English language literature was performed following PRISMA guidelines. Papers indexed in computing, technology, and med"
unsupervised learning,"Motivation: The recent development of high-throughput drug profiling (high content screening or HCS) provides a large amount of quantitative multidimensional data. Despite its potentials, it poses several challenges for academia and industry analysts alike. This is especially true for ranking the ef"
unsupervised learning,"Non-parametric data-driven analysis techniques can be used to study datasets with few assumptions about the data and underlying experiment. Variations of independent component analysis (ICA) have been the methods mostly used on fMRI data, e.g., in finding resting-state networks thought to reflect th"
unsupervised learning,"Recent advancements in information retrieval systems significantly rely on the context-based features and semantic matching techniques to provide relevant information to users from ever-growing digital libraries. Scientific communities seek to understand the implications of research, its importance "
unsupervised learning,"BACKGROUND: As more and more researchers are turning to big data for new opportunities of biomedical discoveries, machine learning models, as the backbone of big data analysis, are mentioned more often in biomedical journals. However, owing to the inherent complexity of machine learning methods, the"
unsupervised learning,Abstract This paper describes the Position-Encoding Dynamic Tree (PEDT). The PEDT is a probabilistic model for images which improves on the Dynamic Tree by allowing the positions of objects to play a part in the model. This increases the flexibility of the model over the Dynamic Tree and allows the 
unsupervised learning,"Recent years have witnessed a massive penetration of cellular systems in developing countries. However, isolated rural areas (sparsely
inhabited by low-income population) have been disregarded because classical access and backhaul technologies do not ensure the return on investment. This article pr"
unsupervised learning,"Altered sensory experience in early life often leads to remarkable adaptations so that humans and animals can make the best use of the available information in a particular environment. By restricting visual input to a limited range of orientations in young animals, this investigation shows that sti"
unsupervised learning,"Data stream mining is a fast growing research topic due to the ubiquity of data in several real-world problems. Given their ephemeral nature, data stream sources are expected to undergo changes in data distribution, a phenomenon called concept drift. This paper focuses on one specific type of drift "
unsupervised learning,"Ubiquitous computing software needs to be autonomous so that essential decisions such as how to configure its particular execution are self-determined. Moreover, data mining serves an important role for ubiquitous computing by providing intelligence to several types of ubiquitous computing applicati"
unsupervised learning,"Bilingual word embeddings represent words of two languages in the same space,
and allow to transfer knowledge from one language to the other without machine
translation. The main approach is to train monolingual embeddings first and
then map them using bilingual dictionaries. In this work, we presen"
unsupervised learning,"In our time people and devices constantly generate data. User activity generates data about needs and preferences as well as the quality of their experiences in different ways: i. e. streaming a video, looking at the news, searching for a restaurant or a an hotel, playing a game with others, making "
unsupervised learning,"Most scene segmentation and categorization architectures for the extraction of features in images and patches make exhaustive use of 2D convolution operations for template matching, template search, and denoising. Convolutional Neural Networks (ConvNets) are one example of such architectures that ca"
unsupervised learning,We have presented a classification framework that combines multiple heterogeneous classifiers in the presence of class label noise. An extension of m-Mediods based modeling is presented that generates model of various classes whilst identifying and filtering noisy training data. This noise free data
unsupervised learning,"The area of ambient-assisted living (AAL) focuses on developing new technologies, which can improve the quality of life and care provided to elderly and disabled people. In this paper, we propose a novel system based on 3-D RGB-D vision sensors and interval type-2 fuzzy-logic-based systems (IT2FLSs)"
unsupervised learning,"© 2016 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to s"
unsupervised learning,The rational use and management of energy is considered a key societal and technological challenge. Home energy management systems (HEMS) have been introduced especially in private home domains to support users in managing and controlling energy consuming devices. Recent studies have shown that info
unsupervised learning,"Background: Segmentation of hyperspectral medical images is one of many image segmentation methods which require profiling. This profiling involves either the adjustment of existing, known image segmentation methods or a proposal of new dedicated methods of hyperspectral image segmentation. Taking i"
unsupervised learning,"Hybrid approaches for automatic vowelization of Arabic texts are presented in
this article. The process is made up of two modules. In the first one, a
morphological analysis of the text words is performed using the open source
morphological Analyzer AlKhalil Morpho Sys. Outputs for each word analyze"
unsupervised learning,"Machine Learning applied to Automatic Audio Surveillance has been attracting increasing attention in recent years. In spite of several investigations based on a large number of different approaches, little attention had been paid to the environmental temporal evolution of the input signal. In this w"
unsupervised learning,"Due to the widening semantic gap of videos, computational tools to classify these videos into different genre are highly needed to narrow it. Classifying videos accurately demands good representation of video data and an efficient and effective model to carry out the classification task. Kernel Logi"
unsupervised learning,Information processing within neural systems often depends upon selective amplification of relevant signals and suppression of irrelevant signals. This has been shown many times by studies of contextual effects but there is as yet no consensus on how to interpret such studies. Some researchers inter
unsupervised learning,"We present a multistage fuzzy rule-based algorithm for epileptic seizure onset detection. Amplitude, frequency, and entropy-based features were extracted from intracranial electroencephalogram (iEEG) recordings and considered as the inputs for a fuzzy system. These features extracted from multichann"
unsupervised learning,Global competition forces process industries to continuously optimize plant operation. One of the latest trends for efficiency and plant availability improvement is to set up fault diagnosis and maintenance systems for online industrial use. This paper presents a methodology for developing industria
unsupervised learning,"With the advent of ‘big data’, various new methods have been proposed, to explore data in several domains. In the domain of learning (and e-learning, in particular), the outcomes lag somewhat behind. This is not unexpected, as e-learning has the additional dimensions of learning and engagement, as w"
